Date,Category,Predicted_Spending
2025-11,Food,2579.03
2025-12,Food,2601.05
2025-11,Education,2774.59
2025-12,Education,2791.73
2025-11,Transport,2158.25
2025-12,Transport,2141.84
2025-11,Health,3146.24
2025-12,Health,3171.23
2025-11,Grocery,1220.53
2025-12,Grocery,1149.78
2025-11,Insurance,3331.81
2025-12,Insurance,3250.83
2025-11,Travel,2222.16
2025-12,Travel,2203.24
2025-11,Bills,6023.59
2025-12,Bills,6055.01
2025-11,Family,2400.57
2025-12,Family,2414.1
2025-11,Other,1489.04
2025-12,Other,1433.2
2025-11,Entertainment,3553.97
2025-12,Entertainment,3621.55
