Date,Category,Predicted_Spending
2025-11,Food,57.07
2025-12,Food,57.56
2025-11,Education,61.4
2025-12,Education,61.78
2025-11,Transport,47.76
2025-12,Transport,47.4
2025-11,Health,69.62
2025-12,Health,70.17
2025-11,Grocery,27.01
2025-12,Grocery,25.44
2025-11,Insurance,73.73
2025-12,Insurance,71.94
2025-11,Travel,49.17
2025-12,Travel,48.75
2025-11,Bills,133.29
2025-12,Bills,133.99
2025-11,Family,53.12
2025-12,Family,53.42
2025-11,Other,32.95
2025-12,Other,31.71
2025-11,Entertainment,78.64
2025-12,Entertainment,80.14
