Date,Category,Predicted_Spending
2025-11,Food,35.93
2025-12,Food,36.17
2025-11,Education,40.87
2025-12,Education,41.12
2025-11,Transport,31.79
2025-12,Transport,31.55
2025-11,Health,46.34
2025-12,Health,46.71
2025-11,Grocery,17.98
2025-12,Grocery,16.93
2025-11,Insurance,49.07
2025-12,Insurance,47.88
2025-11,Travel,32.73
2025-12,Travel,32.45
2025-11,Bills,88.72
2025-12,Bills,89.18
2025-11,Family,35.36
2025-12,Family,35.56
2025-11,Other,21.93
2025-12,Other,21.11
2025-11,Entertainment,52.35
2025-12,Entertainment,53.34
