Date,Category,Predicted_Spending
2025-11,Food,3931.25
2025-12,Food,3964.82
2025-11,Education,4229.35
2025-12,Education,4255.46
2025-11,Transport,3289.85
2025-12,Transport,3264.83
2025-11,Health,4795.86
2025-12,Health,4833.95
2025-11,Grocery,1860.46
2025-12,Grocery,1752.62
2025-11,Insurance,5078.73
2025-12,Insurance,4955.29
2025-11,Travel,3387.26
2025-12,Travel,3358.43
2025-11,Bills,9181.84
2025-12,Bills,9229.73
2025-11,Family,3659.22
2025-12,Family,3679.85
2025-11,Other,2269.77
2025-12,Other,2184.64
2025-11,Entertainment,5417.37
2025-12,Entertainment,5520.37
