Date,Category,Predicted_Spending
2025-11,Food,60805.79
2025-12,Food,61198.41
2026-01,Food,61591.04
2026-02,Food,61945.67
2025-11,Education,69149.78
2025-12,Education,69576.73
2026-01,Education,70003.68
2026-02,Education,70389.32
2025-11,Transport,53789.05
2025-12,Transport,53379.96
2026-01,Transport,52970.87
2026-02,Transport,52601.37
2025-11,Health,78412.21
2025-12,Health,79035.03
2026-01,Health,79657.84
2026-02,Health,80220.39
2025-11,Grocery,30418.52
2025-12,Grocery,28655.34
2026-01,Grocery,26892.16
2026-02,Grocery,25299.62
2025-11,Insurance,83037.05
2025-12,Insurance,81018.83
2026-01,Insurance,79000.61
2026-02,Insurance,77177.7
2025-11,Travel,55381.7
2025-12,Travel,54910.23
2026-01,Travel,54438.77
2026-02,Travel,54012.92
2025-11,Bills,150122.84
2025-12,Bills,150905.82
2026-01,Bills,151688.79
2026-02,Bills,152395.99
2025-11,Family,59828.23
2025-12,Family,60165.48
2026-01,Family,60502.73
2026-02,Family,60807.34
2025-11,Other,37110.61
2025-12,Other,35718.8
2026-01,Other,34326.99
2026-02,Other,33069.87
2025-11,Entertainment,88573.86
2025-12,Entertainment,90257.99
2026-01,Entertainment,91942.12
2026-02,Entertainment,93463.26
