Date,Category,Predicted_Spending
2025-11,Food,416.21
2025-12,Food,419.76
2026-01,Food,423.31
2026-02,Food,426.53
2025-11,Education,447.77
2025-12,Education,450.53
2026-01,Education,453.3
2026-02,Education,455.79
2025-11,Transport,348.3
2025-12,Transport,345.65
2026-01,Transport,343.0
2026-02,Transport,340.61
2025-11,Health,507.74
2025-12,Health,511.78
2026-01,Health,515.81
2026-02,Health,519.45
2025-11,Grocery,196.97
2025-12,Grocery,185.55
2026-01,Grocery,174.14
2026-02,Grocery,163.82
2025-11,Insurance,537.69
2025-12,Insurance,524.62
2026-01,Insurance,511.55
2026-02,Insurance,499.75
2025-11,Travel,358.61
2025-12,Travel,355.56
2026-01,Travel,352.51
2026-02,Travel,349.75
2025-11,Bills,972.09
2025-12,Bills,977.16
2026-01,Bills,982.23
2026-02,Bills,986.81
2025-11,Family,387.41
2025-12,Family,389.59
2026-01,Family,391.78
2026-02,Family,393.75
2025-11,Other,240.3
2025-12,Other,231.29
2026-01,Other,222.28
2026-02,Other,214.14
2025-11,Entertainment,573.54
2025-12,Entertainment,584.45
2026-01,Entertainment,595.36
2026-02,Entertainment,605.21
