Date,Category,Predicted_Spending
2025-11,Food,161.58
2025-12,Food,162.96
2025-11,Education,173.83
2025-12,Education,174.9
2025-11,Transport,135.21
2025-12,Transport,134.19
2025-11,Health,197.11
2025-12,Health,198.68
2025-11,Grocery,76.47
2025-12,Grocery,72.03
2025-11,Insurance,208.74
2025-12,Insurance,203.66
2025-11,Travel,139.22
2025-12,Travel,138.03
2025-11,Bills,377.38
2025-12,Bills,379.34
2025-11,Family,150.4
2025-12,Family,151.24
2025-11,Other,93.29
2025-12,Other,89.79
2025-11,Entertainment,222.66
2025-12,Entertainment,226.89
