Date,Category,Predicted_Spending
2025-11,Food,58.29
2025-12,Food,58.66
2026-01,Food,59.04
2026-02,Food,59.38
2025-11,Education,66.29
2025-12,Education,66.69
2026-01,Education,67.1
2026-02,Education,67.47
2025-11,Transport,51.56
2025-12,Transport,51.17
2026-01,Transport,50.78
2026-02,Transport,50.42
2025-11,Health,75.16
2025-12,Health,75.76
2026-01,Health,76.36
2026-02,Health,76.9
2025-11,Grocery,29.16
2025-12,Grocery,27.47
2026-01,Grocery,25.78
2026-02,Grocery,24.25
2025-11,Insurance,79.6
2025-12,Insurance,77.66
2026-01,Insurance,75.73
2026-02,Insurance,73.98
2025-11,Travel,53.09
2025-12,Travel,52.64
2026-01,Travel,52.18
2026-02,Travel,51.78
2025-11,Bills,143.9
2025-12,Bills,144.65
2026-01,Bills,145.41
2026-02,Bills,146.08
2025-11,Family,57.35
2025-12,Family,57.67
2026-01,Family,58.0
2026-02,Family,58.29
2025-11,Other,35.57
2025-12,Other,34.24
2026-01,Other,32.9
2026-02,Other,31.7
2025-11,Entertainment,84.9
2025-12,Entertainment,86.52
2026-01,Entertainment,88.13
2026-02,Entertainment,89.59
