Date,Category,Predicted_Spending
2025-11,Food,1868.39
2025-12,Food,1884.34
2026-01,Food,1900.3
2026-02,Food,1914.71
2025-11,Education,2010.07
2025-12,Education,2022.48
2026-01,Education,2034.89
2026-02,Education,2046.1
2025-11,Transport,1563.56
2025-12,Transport,1551.66
2026-01,Transport,1539.77
2026-02,Transport,1529.03
2025-11,Health,2279.31
2025-12,Health,2297.41
2026-01,Health,2315.52
2026-02,Health,2331.87
2025-11,Grocery,884.21
2025-12,Grocery,832.96
2026-01,Grocery,781.71
2026-02,Grocery,735.42
2025-11,Insurance,2413.74
2025-12,Insurance,2355.08
2026-01,Insurance,2296.41
2026-02,Insurance,2243.42
2025-11,Travel,1609.85
2025-12,Travel,1596.15
2026-01,Travel,1582.44
2026-02,Travel,1570.06
2025-11,Bills,4363.81
2025-12,Bills,4386.57
2026-01,Bills,4409.33
2026-02,Bills,4429.89
2025-11,Family,1739.1
2025-12,Family,1748.91
2026-01,Family,1758.71
2026-02,Family,1767.57
2025-11,Other,1078.74
2025-12,Other,1038.28
2026-01,Other,997.83
2026-02,Other,961.28
2025-11,Entertainment,2574.69
2025-12,Entertainment,2623.65
2026-01,Entertainment,2672.6
2026-02,Entertainment,2716.82
