Date,Category,Predicted_Spending
2025-11,Food,31.64
2025-12,Food,31.84
2026-01,Food,32.05
2026-02,Food,32.23
2025-11,Education,35.98
2025-12,Education,36.2
2026-01,Education,36.42
2026-02,Education,36.62
2025-11,Transport,27.99
2025-12,Transport,27.77
2026-01,Transport,27.56
2026-02,Transport,27.37
2025-11,Health,40.8
2025-12,Health,41.12
2026-01,Health,41.45
2026-02,Health,41.74
2025-11,Grocery,15.83
2025-12,Grocery,14.91
2026-01,Grocery,13.99
2026-02,Grocery,13.16
2025-11,Insurance,43.2
2025-12,Insurance,42.15
2026-01,Insurance,41.1
2026-02,Insurance,40.15
2025-11,Travel,28.81
2025-12,Travel,28.57
2026-01,Travel,28.32
2026-02,Travel,28.1
2025-11,Bills,78.11
2025-12,Bills,78.51
2026-01,Bills,78.92
2026-02,Bills,79.29
2025-11,Family,31.13
2025-12,Family,31.3
2026-01,Family,31.48
2026-02,Family,31.64
2025-11,Other,19.31
2025-12,Other,18.58
2026-01,Other,17.86
2026-02,Other,17.21
2025-11,Entertainment,46.08
2025-12,Entertainment,46.96
2026-01,Entertainment,47.84
2026-02,Entertainment,48.63
