Date,Category,Predicted_Spending
2025-11,Food,1414.01
2025-12,Food,1426.09
2025-11,Education,1521.24
2025-12,Education,1530.63
2025-11,Transport,1183.31
2025-12,Transport,1174.31
2025-11,Health,1725.0
2025-12,Health,1738.7
2025-11,Grocery,669.18
2025-12,Grocery,630.39
2025-11,Insurance,1826.74
2025-12,Insurance,1782.35
2025-11,Travel,1218.35
2025-12,Travel,1207.98
2025-11,Bills,3302.58
2025-12,Bills,3319.8
2025-11,Family,1316.17
2025-12,Family,1323.59
2025-11,Other,816.4
2025-12,Other,785.78
2025-11,Entertainment,1948.55
2025-12,Entertainment,1985.6
