Date,Category,Predicted_Spending
2025-11,Food,447.1
2025-12,Food,450.92
2026-01,Food,454.74
2026-02,Food,458.19
2025-11,Education,481.01
2025-12,Education,483.98
2026-01,Education,486.95
2026-02,Education,489.63
2025-11,Transport,374.16
2025-12,Transport,371.31
2026-01,Transport,368.47
2026-02,Transport,365.9
2025-11,Health,545.44
2025-12,Health,549.77
2026-01,Health,554.1
2026-02,Health,558.02
2025-11,Grocery,211.59
2025-12,Grocery,199.33
2026-01,Grocery,187.06
2026-02,Grocery,175.98
2025-11,Insurance,577.61
2025-12,Insurance,563.57
2026-01,Insurance,549.53
2026-02,Insurance,536.85
2025-11,Travel,385.24
2025-12,Travel,381.96
2026-01,Travel,378.68
2026-02,Travel,375.72
2025-11,Bills,1044.26
2025-12,Bills,1049.71
2026-01,Bills,1055.15
2026-02,Bills,1060.07
2025-11,Family,416.17
2025-12,Family,418.51
2026-01,Family,420.86
2026-02,Family,422.98
2025-11,Other,258.14
2025-12,Other,248.46
2026-01,Other,238.78
2026-02,Other,230.04
2025-11,Entertainment,616.12
2025-12,Entertainment,627.84
2026-01,Entertainment,639.55
2026-02,Entertainment,650.13
