Date,Category,Predicted_Spending
2025-11,Food,41.44
2025-12,Food,41.7
2025-11,Education,47.12
2025-12,Education,47.41
2025-11,Transport,36.66
2025-12,Transport,36.38
2025-11,Health,53.44
2025-12,Health,53.86
2025-11,Grocery,20.73
2025-12,Grocery,19.53
2025-11,Insurance,56.59
2025-12,Insurance,55.21
2025-11,Travel,37.74
2025-12,Travel,37.42
2025-11,Bills,102.3
2025-12,Bills,102.84
2025-11,Family,40.77
2025-12,Family,41.0
2025-11,Other,25.29
2025-12,Other,24.34
2025-11,Entertainment,60.36
2025-12,Entertainment,61.51
