Date,Category,Predicted_Spending
2025-11,Food,3415.08
2025-12,Food,3444.24
2026-01,Food,3473.4
2026-02,Food,3499.74
2025-11,Education,3674.04
2025-12,Education,3696.72
2026-01,Education,3719.41
2026-02,Education,3739.9
2025-11,Transport,2857.9
2025-12,Transport,2836.16
2026-01,Transport,2814.43
2026-02,Transport,2794.8
2025-11,Health,4166.17
2025-12,Health,4199.26
2026-01,Health,4232.35
2026-02,Health,4262.24
2025-11,Grocery,1616.19
2025-12,Grocery,1522.5
2026-01,Grocery,1428.82
2026-02,Grocery,1344.21
2025-11,Insurance,4411.89
2025-12,Insurance,4304.66
2026-01,Insurance,4197.43
2026-02,Insurance,4100.58
2025-11,Travel,2942.52
2025-12,Travel,2917.47
2026-01,Travel,2892.42
2026-02,Travel,2869.79
2025-11,Bills,7976.27
2025-12,Bills,8017.87
2026-01,Bills,8059.47
2026-02,Bills,8097.05
2025-11,Family,3178.77
2025-12,Family,3196.69
2026-01,Family,3214.61
2026-02,Family,3230.79
2025-11,Other,1971.75
2025-12,Other,1897.8
2026-01,Other,1823.85
2026-02,Other,1757.06
2025-11,Entertainment,4706.07
2025-12,Entertainment,4795.55
2026-01,Entertainment,4885.03
2026-02,Entertainment,4965.86
