Date,Category,Predicted_Spending
2025-12,Food,11255.29
2026-01,Food,11307.16
2025-12,Education,11948.99
2026-01,Education,11969.38
2025-12,Transport,8979.46
2026-01,Transport,8847.06
2025-12,Health,13546.79
2026-01,Health,13595.62
2025-12,Grocery,4923.48
2026-01,Grocery,4556.45
2025-12,Insurance,14231.48
2026-01,Insurance,13781.62
2025-12,Travel,9276.55
2026-01,Travel,9129.88
2025-12,Bills,26016.0
2026-01,Bills,26036.56
2025-12,Family,10350.31
2026-01,Family,10363.13
2025-12,Other,6130.62
2026-01,Other,5829.72
2025-12,Entertainment,15553.38
2026-01,Entertainment,15800.57
