Date,Category,Predicted_Spending
2025-11,Food,6509.56
2025-12,Food,6551.6
2026-01,Food,6593.63
2026-02,Food,6631.59
2025-11,Education,7402.83
2025-12,Education,7448.54
2026-01,Education,7494.24
2026-02,Education,7535.53
2025-11,Transport,5758.39
2025-12,Transport,5714.59
2026-01,Transport,5670.8
2026-02,Transport,5631.24
2025-11,Health,8394.42
2025-12,Health,8461.09
2026-01,Health,8527.77
2026-02,Health,8587.99
2025-11,Grocery,3256.45
2025-12,Grocery,3067.7
2026-01,Grocery,2878.94
2026-02,Grocery,2708.45
2025-11,Insurance,8889.53
2025-12,Insurance,8673.47
2026-01,Insurance,8457.41
2026-02,Insurance,8262.26
2025-11,Travel,5928.89
2025-12,Travel,5878.41
2026-01,Travel,5827.94
2026-02,Travel,5782.35
2025-11,Bills,16071.4
2025-12,Bills,16155.22
2026-01,Bills,16239.04
2026-02,Bills,16314.75
2025-11,Family,6404.91
2025-12,Family,6441.01
2026-01,Family,6477.12
2026-02,Family,6509.73
2025-11,Other,3972.88
2025-12,Other,3823.88
2026-01,Other,3674.88
2026-02,Other,3540.29
2025-11,Entertainment,9482.27
2025-12,Entertainment,9662.57
2026-01,Entertainment,9842.86
2026-02,Entertainment,10005.71
