Date,Category,Predicted_Spending
2025-12,Food,83589.33
2026-01,Food,83974.54
2026-02,Food,84322.48
2026-03,Food,84707.69
2025-12,Education,88741.19
2026-01,Education,88892.65
2026-02,Education,89029.46
2026-03,Education,89180.93
2025-12,Transport,66687.46
2026-01,Transport,65704.18
2026-02,Transport,64816.05
2026-03,Transport,63832.77
2025-12,Health,100607.52
2026-01,Health,100970.2
2026-02,Health,101297.78
2026-03,Health,101660.46
2025-12,Grocery,36565.03
2026-01,Grocery,33839.29
2026-02,Grocery,31377.32
2026-03,Grocery,28651.58
2025-12,Insurance,105692.54
2026-01,Insurance,102351.53
2026-02,Insurance,99333.84
2026-03,Insurance,95992.83
2025-12,Travel,68893.85
2026-01,Travel,67804.64
2026-02,Travel,66820.84
2026-03,Travel,65731.63
2025-12,Bills,193212.25
2026-01,Bills,193364.95
2026-02,Bills,193502.88
2026-03,Bills,193655.59
2025-12,Family,76868.37
2026-01,Family,76963.55
2026-02,Family,77049.52
2026-03,Family,77144.71
2025-12,Other,45530.08
2026-01,Other,43295.41
2026-02,Other,41277.0
2026-03,Other,39042.33
2025-12,Entertainment,115509.8
2026-01,Entertainment,117345.64
2026-02,Entertainment,119003.82
2026-03,Entertainment,120839.66
