Date,Category,Predicted_Spending
2025-12,Food,12239.45
2026-01,Food,12295.85
2026-02,Food,12346.8
2026-03,Food,12403.2
2025-12,Education,12993.8
2026-01,Education,13015.98
2026-02,Education,13036.01
2026-03,Education,13058.19
2025-12,Transport,9764.62
2026-01,Transport,9620.64
2026-02,Transport,9490.6
2026-03,Transport,9346.62
2025-12,Health,14731.31
2026-01,Health,14784.42
2026-02,Health,14832.38
2026-03,Health,14885.49
2025-12,Grocery,5353.98
2026-01,Grocery,4954.87
2026-02,Grocery,4594.38
2026-03,Grocery,4195.27
2025-12,Insurance,15475.88
2026-01,Insurance,14986.68
2026-02,Insurance,14544.82
2026-03,Insurance,14055.61
2025-12,Travel,10087.68
2026-01,Travel,9928.2
2026-02,Travel,9784.15
2026-03,Travel,9624.66
2025-12,Bills,28290.83
2026-01,Bills,28313.19
2026-02,Bills,28333.38
2026-03,Bills,28355.74
2025-12,Family,11255.34
2026-01,Family,11269.28
2026-02,Family,11281.87
2026-03,Family,11295.8
2025-12,Other,6666.68
2026-01,Other,6339.47
2026-02,Other,6043.93
2026-03,Other,5716.72
2025-12,Entertainment,16913.36
2026-01,Entertainment,17182.17
2026-02,Entertainment,17424.97
2026-03,Entertainment,17693.78
