Date,Category,Predicted_Spending
2025-12,Food,1044730.79
2026-01,Food,1049545.35
2026-02,Food,1053893.99
2026-03,Food,1058708.56
2025-12,Education,1109120.71
2026-01,Education,1111013.79
2026-02,Education,1112723.67
2026-03,Education,1114616.75
2025-12,Transport,833484.95
2026-01,Transport,821195.51
2026-02,Transport,810095.37
2026-03,Transport,797805.93
2025-12,Health,1257430.58
2026-01,Health,1261963.48
2026-02,Health,1266057.71
2026-03,Health,1270590.61
2025-12,Grocery,457003.5
2026-01,Grocery,422936.12
2026-02,Grocery,392165.58
2026-03,Grocery,358098.19
2025-12,Insurance,1320985.02
2026-01,Insurance,1279227.85
2026-02,Insurance,1241511.69
2026-03,Insurance,1199754.52
2025-12,Travel,861061.24
2026-01,Travel,847447.87
2026-02,Travel,835151.93
2026-03,Travel,821538.57
2025-12,Bills,2414839.25
2026-01,Bills,2416747.84
2026-02,Bills,2418471.73
2026-03,Bills,2420380.32
2025-12,Family,960729.8
2026-01,Family,961919.42
2026-02,Family,962993.91
2026-03,Family,964183.52
2025-12,Other,569051.99
2026-01,Other,541122.26
2026-02,Other,515895.42
2026-03,Other,487965.69
2025-12,Entertainment,1443684.94
2026-01,Entertainment,1466629.94
2026-02,Entertainment,1487354.47
2026-03,Entertainment,1510299.47
