Date,Category,Predicted_Spending
2025-11,Food,730517.73
2025-12,Food,736755.64
2026-01,Food,742993.55
2026-02,Food,748627.78
2025-11,Education,785912.18
2025-12,Education,790764.67
2026-01,Education,795617.16
2026-02,Education,800000.05
2025-11,Transport,611331.99
2025-12,Transport,606682.52
2026-01,Transport,602033.06
2026-02,Transport,597833.53
2025-11,Health,891183.06
2025-12,Health,898261.61
2026-01,Health,905340.16
2026-02,Health,911733.68
2025-11,Grocery,345717.44
2025-12,Grocery,325678.3
2026-01,Grocery,305639.16
2026-02,Grocery,287539.29
2025-11,Insurance,943746.09
2025-12,Insurance,920808.28
2026-01,Insurance,897870.47
2026-02,Insurance,877152.44
2025-11,Travel,629433.01
2025-12,Travel,624074.62
2026-01,Travel,618716.24
2026-02,Travel,613876.4
2025-11,Bills,1706200.32
2025-12,Bills,1715099.1
2026-01,Bills,1723997.89
2026-02,Bills,1732035.5
2025-11,Family,679969.39
2025-12,Family,683802.38
2026-01,Family,687635.36
2026-02,Family,691097.41
2025-11,Other,421775.52
2025-12,Other,405957.08
2026-01,Other,390138.64
2026-02,Other,375851.02
2025-11,Entertainment,1006673.94
2025-12,Entertainment,1025814.65
2026-01,Entertainment,1044955.37
2026-02,Entertainment,1062243.75
