Date,Category,Predicted_Spending
2025-11,Food,33.36
2025-12,Food,33.57
2026-01,Food,33.79
2026-02,Food,33.98
2025-11,Education,37.93
2025-12,Education,38.17
2026-01,Education,38.4
2026-02,Education,38.61
2025-11,Transport,29.51
2025-12,Transport,29.28
2026-01,Transport,29.06
2026-02,Transport,28.86
2025-11,Health,43.01
2025-12,Health,43.36
2026-01,Health,43.7
2026-02,Health,44.01
2025-11,Grocery,16.69
2025-12,Grocery,15.72
2026-01,Grocery,14.75
2026-02,Grocery,13.88
2025-11,Insurance,45.55
2025-12,Insurance,44.44
2026-01,Insurance,43.34
2026-02,Insurance,42.34
2025-11,Travel,30.38
2025-12,Travel,30.12
2026-01,Travel,29.86
2026-02,Travel,29.63
2025-11,Bills,82.35
2025-12,Bills,82.78
2026-01,Bills,83.21
2026-02,Bills,83.6
2025-11,Family,32.82
2025-12,Family,33.0
2026-01,Family,33.19
2026-02,Family,33.36
2025-11,Other,20.36
2025-12,Other,19.59
2026-01,Other,18.83
2026-02,Other,18.14
2025-11,Entertainment,48.59
2025-12,Entertainment,49.51
2026-01,Entertainment,50.44
2026-02,Entertainment,51.27
