Date,Category,Predicted_Spending
2025-11,Food,63.79
2025-12,Food,64.2
2025-11,Education,72.54
2025-12,Education,72.99
2025-11,Transport,56.43
2025-12,Transport,56.0
2025-11,Health,82.26
2025-12,Health,82.91
2025-11,Grocery,31.91
2025-12,Grocery,30.06
2025-11,Insurance,87.11
2025-12,Insurance,84.99
2025-11,Travel,58.1
2025-12,Travel,57.6
2025-11,Bills,157.49
2025-12,Bills,158.31
2025-11,Family,62.76
2025-12,Family,63.12
2025-11,Other,38.93
2025-12,Other,37.47
2025-11,Entertainment,92.92
2025-12,Entertainment,94.69
