Date,Category,Predicted_Spending
2025-11,Food,234.46
2025-12,Food,236.46
2025-11,Education,252.24
2025-12,Education,253.79
2025-11,Transport,196.2
2025-12,Transport,194.71
2025-11,Health,286.02
2025-12,Health,288.29
2025-11,Grocery,110.96
2025-12,Grocery,104.53
2025-11,Insurance,302.89
2025-12,Insurance,295.53
2025-11,Travel,202.01
2025-12,Travel,200.29
2025-11,Bills,547.6
2025-12,Bills,550.46
2025-11,Family,218.23
2025-12,Family,219.46
2025-11,Other,135.37
2025-12,Other,130.29
2025-11,Entertainment,323.09
2025-12,Entertainment,329.23
