Date,Category,Predicted_Spending
2025-12,Food,4850.03
2026-01,Food,4872.38
2025-12,Education,5148.95
2026-01,Education,5157.74
2025-12,Transport,3869.35
2026-01,Transport,3812.29
2025-12,Health,5837.46
2026-01,Health,5858.5
2025-12,Grocery,2121.58
2026-01,Grocery,1963.43
2025-12,Insurance,6132.5
2026-01,Insurance,5938.65
2025-12,Travel,3997.37
2026-01,Travel,3934.17
2025-12,Bills,11210.58
2026-01,Bills,11219.44
2025-12,Family,4460.06
2026-01,Family,4465.59
2025-12,Other,2641.75
2026-01,Other,2512.09
2025-12,Entertainment,6702.12
2026-01,Entertainment,6808.64
