Date,Category,Predicted_Spending
2025-12,Food,1895.9
2026-01,Food,1904.64
2026-02,Food,1912.53
2026-03,Food,1921.27
2025-12,Education,2012.76
2026-01,Education,2016.19
2026-02,Education,2019.29
2026-03,Education,2022.73
2025-12,Transport,1512.55
2026-01,Transport,1490.25
2026-02,Transport,1470.1
2026-03,Transport,1447.8
2025-12,Health,2281.9
2026-01,Health,2290.12
2026-02,Health,2297.55
2026-03,Health,2305.78
2025-12,Grocery,829.34
2026-01,Grocery,767.52
2026-02,Grocery,711.67
2026-03,Grocery,649.85
2025-12,Insurance,2397.23
2026-01,Insurance,2321.45
2026-02,Insurance,2253.01
2026-03,Insurance,2177.23
2025-12,Travel,1562.59
2026-01,Travel,1537.89
2026-02,Travel,1515.58
2026-03,Travel,1490.87
2025-12,Bills,4382.28
2026-01,Bills,4385.75
2026-02,Bills,4388.87
2026-03,Bills,4392.34
2025-12,Family,1743.47
2026-01,Family,1745.62
2026-02,Family,1747.57
2026-03,Family,1749.73
2025-12,Other,1032.68
2026-01,Other,981.99
2026-02,Other,936.21
2026-03,Other,885.53
2025-12,Entertainment,2619.9
2026-01,Entertainment,2661.54
2026-02,Entertainment,2699.15
2026-03,Entertainment,2740.79
