Date,Category,Predicted_Spending
2025-11,Food,181.75
2025-12,Food,183.3
2026-01,Food,184.85
2026-02,Food,186.26
2025-11,Education,195.53
2025-12,Education,196.74
2026-01,Education,197.95
2026-02,Education,199.04
2025-11,Transport,152.1
2025-12,Transport,150.94
2026-01,Transport,149.78
2026-02,Transport,148.74
2025-11,Health,221.72
2025-12,Health,223.48
2026-01,Health,225.24
2026-02,Health,226.84
2025-11,Grocery,86.01
2025-12,Grocery,81.03
2026-01,Grocery,76.04
2026-02,Grocery,71.54
2025-11,Insurance,234.8
2025-12,Insurance,229.09
2026-01,Insurance,223.39
2026-02,Insurance,218.23
2025-11,Travel,156.6
2025-12,Travel,155.27
2026-01,Travel,153.93
2026-02,Travel,152.73
2025-11,Bills,424.5
2025-12,Bills,426.71
2026-01,Bills,428.92
2026-02,Bills,430.92
2025-11,Family,169.17
2025-12,Family,170.13
2026-01,Family,171.08
2026-02,Family,171.94
2025-11,Other,104.94
2025-12,Other,101.0
2026-01,Other,97.06
2026-02,Other,93.51
2025-11,Entertainment,250.46
2025-12,Entertainment,255.22
2026-01,Entertainment,259.98
2026-02,Entertainment,264.28
