Date,Category,Predicted_Spending
2025-11,Food,752.44
2025-12,Food,758.87
2025-11,Education,809.5
2025-12,Education,814.5
2025-11,Transport,629.68
2025-12,Transport,624.89
2025-11,Health,917.93
2025-12,Health,925.22
2025-11,Grocery,356.09
2025-12,Grocery,335.45
2025-11,Insurance,972.07
2025-12,Insurance,948.45
2025-11,Travel,648.33
2025-12,Travel,642.81
2025-11,Bills,1757.41
2025-12,Bills,1766.58
2025-11,Family,700.38
2025-12,Family,704.33
2025-11,Other,434.43
2025-12,Other,418.14
2025-11,Entertainment,1036.89
2025-12,Entertainment,1056.6
