Date,Category,Predicted_Spending
2025-11,Food,310.79
2025-12,Food,313.45
2025-11,Education,334.36
2025-12,Education,336.42
2025-11,Transport,260.09
2025-12,Transport,258.11
2025-11,Health,379.15
2025-12,Health,382.16
2025-11,Grocery,147.08
2025-12,Grocery,138.56
2025-11,Insurance,401.51
2025-12,Insurance,391.75
2025-11,Travel,267.79
2025-12,Travel,265.51
2025-11,Bills,725.89
2025-12,Bills,729.67
2025-11,Family,289.29
2025-12,Family,290.92
2025-11,Other,179.44
2025-12,Other,172.71
2025-11,Entertainment,428.28
2025-12,Entertainment,436.42
