Date,Category,Predicted_Spending
2025-11,Food,76.88
2025-12,Food,77.54
2025-11,Education,82.71
2025-12,Education,83.22
2025-11,Transport,64.34
2025-12,Transport,63.85
2025-11,Health,93.79
2025-12,Health,94.53
2025-11,Grocery,36.38
2025-12,Grocery,34.27
2025-11,Insurance,99.32
2025-12,Insurance,96.91
2025-11,Travel,66.24
2025-12,Travel,65.68
2025-11,Bills,179.56
2025-12,Bills,180.5
2025-11,Family,71.56
2025-12,Family,71.96
2025-11,Other,44.39
2025-12,Other,42.72
2025-11,Entertainment,105.94
2025-12,Entertainment,107.96
